system:index,MNDWI_HLS,MNDWI_LS,NDBI_HLS,NDBI_LS,NDMI_HLS,NDMI_LS,NDWI_HLS,NDWI_LS,S2_EVI,S2_MNDWI,S2_NDBI,S2_NDMI,S2_NDVI,S2_NDWI,S2_SAVI,SAVI_HLS,SAVI_LS,VH_A,VH_D,VV_A,VV_D,brightness,cropland,dem,fifth,fourth,greenness,ndratio_A,ndratio_D,random,ratio_A,ratio_D,sixth,slope,wetness,.geo
10,-0.52821404,-0.49394387,0.11076124,0.14655058,-0.11076124,-0.14655058,-0.44339383,-0.37451553,0.14356549,-0.27023906,0.07147504,-0.07147504,0.12369511,-0.20268518,0.108372964,0.21208061,0.17611217,-25.77676312751649,-25.66129165270074,-17.383087234231745,-18.242734210543418,0.52684534,0,1294.8777,0.0971198,-0.04801038,0.02751994,-0.1944787996930569,-0.1689721454079234,0.17162231338631284,0.6743704455147604,0.7109047532540494,-0.024823962,1.0468823,-0.17174663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.97859717386238,41.26586429083426]}"
11,-0.47298995,-0.4069101,0.093920074,0.07425124,-0.093920074,-0.07425124,-0.39669225,-0.34301913,0.12033005,-0.24807683,0.05404622,-0.05404622,0.10433308,-0.19666323,0.09289978,0.17272633,0.16896522,-25.12694684959827,-26.61608551948789,-17.22890640944073,-18.703460505365896,0.5696437,0,1325.5117,0.085262805,-0.04826476,0.016766623,-0.18646868927075744,-0.1745962991284735,0.8027532566794932,0.685674487734915,0.7027126694371157,-0.035215598,1.3829521,-0.13907826,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.02692653614801,41.05179575862857]}"
12,-0.5011211,-0.47590676,0.12426532,0.13584872,-0.12426532,-0.13584872,-0.40188172,-0.36358303,0.16383018,-0.2820512,0.06169089,-0.06169089,0.13782309,-0.22425534,0.12416446,0.19667438,0.1646601,-26.160255022580632,-25.42901079486247,-14.61724306089838,-16.498146846211846,0.60122716,0,1268.5178,0.10361171,-0.04452461,0.032349125,-0.28307307961983325,-0.2130090483381927,0.11373095880574136,0.5587576668607122,0.6487923175346261,-0.026301239,0.47839528,-0.18258551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.84870078377871,41.32542259417138]}"
13,-0.3358305,-0.29214108,0.081911266,0.039321493,-0.081911266,-0.039321493,-0.2611017,-0.25554544,0.09807504,-0.1733719,0.043295063,-0.043295063,0.075810015,-0.1312168,0.06667235,0.10843275,0.10442957,-24.769826651595007,-25.533628680815042,-18.064143311045346,-17.89809916090114,0.5193136,0,1273.349,0.08854074,-0.06574277,-0.025552895,-0.15655059165420196,-0.1758053363140661,0.6711033049019937,0.7292801667581367,0.700961832908186,-0.041507315,6.4516354,-0.092762455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.02324344348312,41.12428980205702]}"
14,-0.51502854,-0.4709695,0.12268137,0.099267006,-0.12268137,-0.099267006,-0.41880935,-0.38993493,0.18922982,-0.31004056,0.08115451,-0.08115451,0.15945621,-0.23479238,0.1419877,0.20193778,0.20666282,-23.15379320765436,-25.98236810322428,-12.796257865325282,-15.567091712419852,0.5659334,0,1331.7032,0.08480269,-0.042334825,0.04144853,-0.2881090577953,-0.2506717641340523,0.23017968569020753,0.5526635636140603,0.5991406037576711,-0.026162185,1.0106013,-0.16044272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.06618291406404,41.08476392955576]}"
15,-0.5511811,-0.53374857,0.24849229,0.2391479,-0.24849229,-0.2391479,-0.3507257,-0.3377003,0.17047419,-0.32957724,0.12061865,-0.12061865,0.15736398,-0.21757492,0.12473555,0.14152372,0.13509847,-24.157365127367246,-24.454488644450933,-16.19187308752977,-17.60099600826338,0.42345062,0,1353.8522,0.059489354,-0.050797764,-0.004705942,-0.19741369087103608,-0.1629631115366357,0.5955338502246416,0.6702665212931862,0.7197450032248903,-0.0289374,2.809091,-0.16641478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.17020782396509,41.23963348453797]}"
16,-0.47809067,-0.44645998,0.21342498,0.17752986,-0.21342498,-0.17752986,-0.29473993,-0.2921701,0.11993569,-0.26658636,0.11523381,-0.11523381,0.10190507,-0.15613781,0.08414985,0.13270265,0.13255829,-25.462134768676425,-24.117481288814947,-16.43400161833749,-15.249176118271297,0.5014122,0,1369.1436,0.07949654,-0.05599655,-0.010788684,-0.21548844186828853,-0.22527452810731396,0.6232209711718453,0.6454290564259614,0.6322872581783017,-0.035520557,4.6251636,-0.16485481,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.25339181927455,41.17666158312119]}"
17,-0.5464178,-0.5263298,0.18202853,0.1721862,-0.18202853,-0.1721862,-0.40463576,-0.38943464,0.12344671,-0.28935677,0.101827696,-0.101827696,0.113626435,-0.19322424,0.0933271,0.18301566,0.17274942,-23.82659373136228,-23.78377825478238,-15.25135379513557,-17.415909422082798,0.43826175,0,1369.4393,0.054068062,-0.048469298,0.009575696,-0.21943936360557417,-0.15456109479867064,0.9019777323365689,0.6400979496729589,0.7322599982019615,-0.026837537,2.2778466,-0.14964013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.22787966520555,41.40698962196943]}"
18,-0.47322553,-0.4613678,0.17500772,0.14536792,-0.17500772,-0.14536792,-0.32514575,-0.33872217,0.14949983,-0.3062768,0.11435237,-0.11435237,0.12941518,-0.19890031,0.11178509,0.1434285,0.1684247,-26.537270792498816,-25.973974460870753,-15.890593131705717,-14.404976526792442,0.572152,0,1292.4187,0.10791229,-0.05659181,0.0010872368,-0.25093598112346427,-0.28651061137306255,0.4467159105041041,0.5988028405768632,0.5545926961810652,-0.032740448,2.180453,-0.19897538,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.95676811245828,41.2593964207886]}"
19,-0.58127534,-0.5521665,0.3250283,0.19560611,-0.3250283,-0.19560611,-0.31593737,-0.3997292,0.1735431,-0.32355368,0.11510387,-0.11510387,0.16246805,-0.21651338,0.13018093,0.11669162,0.16910596,-26.842352249742866,-25.825650790499452,-17.537072280109022,-18.916924255448517,0.43039176,0,1253.9877,0.04742185,-0.04442608,-6.747703E-4,-0.2096755437505647,-0.1544105704232732,0.5833145525746817,0.6533358968298696,0.7324858687552429,-0.027632486,0.8973679,-0.17807119,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.80046125302148,41.269547383499145]}"
20,-0.52890235,-0.49938747,0.21507226,0.16737972,-0.21507226,-0.16737972,-0.35411102,-0.3623005,0.13932936,-0.35130656,0.15919045,-0.15919045,0.12837876,-0.20348635,0.105160035,0.1623783,0.17869301,-26.839386735037635,-25.522048338681042,-18.93232812113444,-16.533619876553807,0.49788103,0,1248.7473,0.06632339,-0.0462829,0.004305679,-0.17274988797665664,-0.21372692061687748,0.07981884749055046,0.7053934692337482,0.6478171209908558,-0.028914638,3.8387406,-0.18222773,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.80522232402731,41.126535590267316]}"
21,-0.47810858,-0.45114806,0.09496627,0.083215155,-0.09496627,-0.083215155,-0.40136603,-0.3822848,0.22413321,-0.30553603,0.03749687,-0.03749687,0.20203418,-0.27114558,0.17338425,0.20202385,0.19596113,-25.33280739135813,-25.143052294481627,-15.945645257367802,-13.789897128730289,0.50351924,0,1257.4349,0.08391944,-0.04961251,0.022550432,-0.2274107078061722,-0.2916078882783682,0.6305986320875452,0.6294464332763765,0.5484575606501396,-0.028992534,0.9862592,-0.14317472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.89694031453593,41.20558733526983]}"
22,-0.4856911,-0.4675157,0.11111111,0.10529835,-0.11111111,-0.10529835,-0.39594755,-0.38097027,0.14457506,-0.28957275,0.069297455,-0.069297455,0.1299725,-0.22478133,0.11520335,0.19589669,0.18135667,-24.4791001575923,-25.612088302167415,-12.62162254871714,-14.812569007052748,0.5576733,0,1318.4691,0.104305245,-0.052809853,0.030522512,-0.3196023350471997,-0.26715178344014023,0.1872890108136358,0.5156081092630559,0.5783428837311653,-0.02575946,0.93074185,-0.17407528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.02279428584107,41.30574948944916]}"
23,-0.49139473,-0.5034709,-0.07355457,-0.0032872278,0.07355457,0.0032872278,-0.5452419,-0.5059018,0.3089358,-0.242193,-0.11745119,0.11745119,0.2682502,-0.34968305,0.24305612,0.33151054,0.2892544,-24.607770679384124,-24.27991800726919,-15.364467732134052,-16.141728412004717,0.45816147,0,1254.157,0.05882386,-0.04856343,0.08597571,-0.23124306555187996,-0.20133246208853106,0.3783724896222228,0.6243746307749073,0.6648180775228331,-0.03291135,0.3169241,-0.084429584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.79704765494184,41.338178671205874]}"
24,-0.48613268,-0.4572098,0.14908217,0.105927154,-0.14908217,-0.105927154,-0.36338648,-0.36912838,0.20681542,-0.29577762,0.03362299,-0.03362299,0.18522462,-0.26471427,0.16246912,0.17865169,0.18610734,-23.783491941742582,-24.23101741406,-15.036624805293087,-14.983136451330369,0.49799708,0,1251.5984,0.09490224,-0.057571515,0.011531604,-0.2253178987957941,-0.23583017995172467,0.45224702533830186,0.632229482622869,0.6183453296780033,-0.029864024,0.3235946,-0.16416864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.78366275720845,41.184746420678266]}"
25,-0.4842386,-0.47266102,0.073200665,0.028085625,-0.073200665,-0.028085625,-0.42614326,-0.4506262,0.21049385,-0.23026435,-0.011633108,0.011633108,0.17292617,-0.24126166,0.15239292,0.2093004,0.24607107,-23.34013606303121,-24.327990894846835,-15.48889360414162,-16.418526312335963,0.48496822,0,1356.1056,0.085836366,-0.053872608,0.033763867,-0.20220032604953952,-0.19411388075927605,0.9273770994772867,0.6636162515211173,0.6748821299424994,-0.029087141,1.2238338,-0.12946919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.21413544135852,41.29407139075561]}"
26,-0.50758064,-0.49977258,0.1964074,0.1568349,-0.1964074,-0.1568349,-0.34562996,-0.3720105,0.15030545,-0.3138064,0.11304007,-0.11304007,0.1340465,-0.20815496,0.11301867,0.15127973,0.17357379,-24.90428815773066,-24.974578634196547,-11.597025339319874,-12.988945461940965,0.5244846,0,1367.5929,0.08816811,-0.054669704,0.014226329,-0.36456942349447435,-0.3157144511111134,0.35495774435580696,0.4656637951613158,0.5200866710181767,-0.029632114,0.590443,-0.17057216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.18035878667563,41.06823492832796]}"
27,-0.44097668,-0.43945622,0.13019305,0.12919398,-0.13019305,-0.12919398,-0.32971314,-0.32892355,0.13150193,-0.30023023,0.11004739,-0.11004739,0.11653233,-0.19667792,0.100351274,0.16324243,0.15723945,-23.112144127116295,-24.192680997044747,-13.259695937140625,-14.683660119663422,0.56337994,0,1292.2102,0.1054743,-0.055345107,0.0052916664,-0.2708812139438004,-0.24459660050916066,0.4873123858643741,0.5737111998009611,0.6069463785951257,-0.034117594,0.48635715,-0.16935249,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.93368140965642,41.218972233003214]}"
28,-0.5046904,-0.47224224,0.09394714,0.11371053,-0.09394714,-0.11371053,-0.43118772,-0.37870952,0.15988092,-0.27229482,0.055874832,-0.055874832,0.13708492,-0.21972555,0.11988148,0.22091213,0.18157516,-25.41577134245287,-24.900308674251875,-16.07466421279665,-16.241599371020463,0.5476896,0,1274.1808,0.10137311,-0.050397962,0.030069238,-0.2251388062007064,-0.21045959496344735,0.692599307653218,0.6324680843326036,0.6522649812696926,-0.026630603,0.34974974,-0.16361614,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.88409440597302,41.322727648319024]}"
29,-0.5395487,-0.49424392,0.14319567,0.13248804,-0.14319567,-0.13248804,-0.42953968,-0.3865847,0.21812806,-0.28592908,0.058379084,-0.058379084,0.1818601,-0.2313913,0.15686466,0.2112245,0.19032726,-25.854082242091835,-26.013446106778186,-14.47064340715083,-14.953400770259897,0.50796235,0,1280.1116,0.09356988,-0.056796465,0.03489093,-0.2822942661521814,-0.26997550896985056,0.33552618473814744,0.5597043929717159,0.5748335191300766,-0.026408613,0.08127995,-0.16594079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.88445373208666,41.38363342458233]}"
30,-0.54532707,-0.5244317,0.14469211,0.14971372,-0.14469211,-0.14971372,-0.43495485,-0.4066943,0.12856606,-0.31255633,0.14090085,-0.14090085,0.11803789,-0.1795734,0.0946605,0.20854752,0.1833475,-23.572924160573855,-26.172303433049038,-17.030269533827628,-18.951126758379296,0.44729993,0,1340.1304,0.04858561,-0.04563791,0.018307304,-0.1611364533536275,-0.1600316430740117,0.7182992008798678,0.722450444324216,0.7240909004000309,-0.029373009,1.0453296,-0.14771073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.14074308264595,41.264337154851255]}"
31,-0.4954725,-0.46255887,0.18760948,0.17503321,-0.18760948,-0.17503321,-0.3394133,-0.31274542,0.16148737,-0.32868406,0.13808289,-0.13808289,0.14055704,-0.1996628,0.11775987,0.16350292,0.13858767,-26.1664959748054,-25.177127055352685,-16.89848484865726,-18.401671097073198,0.45491892,0,1296.7332,0.066224724,-0.05149477,-8.4977597E-4,-0.2152099211222391,-0.15547597101188804,0.14971813035739368,0.645806181497442,0.7308884392018422,-0.030673075,11.765946,-0.14644733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.05549296218302,41.117462605897714]}"
32,-0.47611502,-0.40155873,-0.013167853,-0.021189852,0.013167853,0.021189852,-0.48623446,-0.4191818,0.16679446,-0.17797591,-0.06829619,0.06829619,0.14138849,-0.24331458,0.13331477,0.2736097,0.22903585,-21.49277757231262,-23.30035601978266,-12.14210529646996,-13.425812957916744,0.5696647,0,1322.0886,0.10238339,-0.057694864,0.0824928,-0.27800519812486885,-0.26886940121257585,0.4844328895260014,0.5649388616998315,0.5762063440798006,-0.023538651,0.57084197,-0.10940851,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.04543183100088,41.33548372535352]}"
33,-0.34372345,-0.32370916,0.017705763,0.0058928286,-0.017705763,-0.0058928286,-0.32801393,-0.317822,0.119832866,-0.17745538,0.023956882,-0.023956882,0.10467291,-0.15398343,0.08511259,0.1562518,0.15198798,-19.06929842699203,-19.724373098172606,-7.341613383384981,-11.6159838944527,0.42828396,0,1249.2471,0.06283544,-0.058779694,0.004063743,-0.44404695785622855,-0.2587203842517776,0.8925812605839687,0.38499651214190156,0.5889152388589162,-0.035980873,0.98475444,-0.058357716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.99027527255593,41.14001031952911]}"
34,-0.4645309,-0.45212904,-0.080753274,0.003818841,0.080753274,-0.003818841,-0.52556884,-0.449454,0.23608002,-0.17534575,-0.12226633,0.12226633,0.20031136,-0.29148963,0.18405735,0.30404577,0.24224669,-22.871079171576547,-21.54343202503128,-12.331023915756333,-13.515746465605027,0.54279786,0,1369.9369,0.104985744,-0.05808237,0.07497917,-0.29941549883174295,-0.2289752899250137,0.9315271948114757,0.5391535669677073,0.6273720199224108,-0.021163424,1.6731194,-0.10469527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.22338808878496,41.338178671205874]}"
35,-0.4973121,-0.46934187,0.14656311,0.061825637,-0.14656311,-0.061825637,-0.37832412,-0.41967368,0.19008346,-0.26408914,0.012399356,-0.012399356,0.16920868,-0.2525236,0.15027209,0.18713826,0.23357344,-24.130245573608804,-24.86507662760669,-13.092403528375918,-12.706911053421685,0.55254674,0,1332.4233,0.10249668,-0.056493383,0.02967632,-0.29653563922843806,-0.32359654957313205,0.18023186212799946,0.542572328509373,0.5110344618569852,-0.028454166,0.59929633,-0.1723107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.06573375642198,41.24250809344715]}"
36,-0.5343655,-0.3765021,-0.016052704,-0.043636214,0.016052704,0.043636214,-0.54573685,-0.41334736,0.23103727,-0.17169301,-0.053903777,0.053903777,0.17125252,-0.22352974,0.15348928,0.2506964,0.20208618,-20.669386456841337,-22.026197835337108,-11.693811912927828,-12.098788234342301,0.45083493,0,1368.5656,0.049964525,-0.03582392,0.05985944,-0.2773389218631029,-0.2909132206156552,0.9604226099810166,0.5657551537557761,0.5492908183604868,-0.017128542,0.41384852,-0.063622385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.26623772783746,41.28643571084059]}"
37,-0.5372425,-0.54575276,0.024828315,-0.041739427,-0.024828315,0.041739427,-0.5193416,-0.57435375,0.2674321,-0.24551854,-0.059409145,0.059409145,0.2247211,-0.30053636,0.19999366,0.28933665,0.35002393,-22.974238547545454,-25.236942642528156,-16.118790749028072,-17.958458970058352,0.451764,0,1300.5469,0.064264014,-0.052635223,0.07556728,-0.1753624091525252,-0.1685013543281644,0.21961060055069836,0.7016028285625244,0.7115940795378108,-0.02760711,0.9466144,-0.10528111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.96952418949277,41.33117181198975]}"
38,-0.46776643,-0.4811509,0.11125719,0.0880796,-0.11125719,-0.0880796,-0.37608144,-0.4104203,0.16800976,-0.24848484,0.027076522,-0.027076522,0.14991891,-0.22288123,0.12983614,0.19419424,0.21409072,-21.11168240715674,-23.461700578242507,-14.309592610214802,-15.710721312224754,0.5182917,0,1361.1742,0.08798337,-0.052143995,0.02750684,-0.19203401892241342,-0.1978682678260437,0.014257583258214246,0.6778044655201867,0.669632674742865,-0.032462787,2.0893412,-0.15416135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.22186095280195,41.36584678195676]}"
39,-0.52979326,-0.49022534,0.21233536,0.16983066,-0.21233536,-0.16983066,-0.35769656,-0.3494917,0.14014907,-0.34368277,0.16124706,-0.16124706,0.124881156,-0.19313562,0.10420856,0.17221972,0.17087388,-27.31494210853175,-26.39660763166047,-16.747234706459732,-17.8380378244504,0.52259964,0,1242.5969,0.08143203,-0.050354503,0.0021059043,-0.23983625335724484,-0.19348114399835734,0.4942553889331308,0.6131162438462125,0.6757700865718518,-0.033544287,3.4626875,-0.1837709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.77773387633326,41.24223859886191]}"
40,-0.48396719,-0.43387276,0.17560183,0.116258815,-0.17560183,-0.116258815,-0.337006,-0.33448783,0.14002103,-0.28565595,0.0917702,-0.0917702,0.11779719,-0.1992592,0.104459226,0.148629,0.16875975,-25.579888129689987,-26.360775387821764,-14.946107734326029,-13.503461393216757,0.6045764,0,1280.0629,0.10149468,-0.051035263,0.012258929,-0.2623940551897934,-0.3225275342715355,0.31015469379011973,0.5842913643151717,0.5122558496308546,-0.034154657,2.6576173,-0.17493945,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.83468706534644,41.049729633475096]}"
41,-0.5964331,-0.5800055,0.2871816,0.2335714,-0.2871816,-0.2335714,-0.37316978,-0.40068185,0.18294139,-0.32782677,0.113270156,-0.113270156,0.16706261,-0.22283204,0.1331356,0.14487313,0.1711247,-23.38310432324565,-24.615727746643763,-15.508996283791728,-17.02414981429599,0.40533224,0,1330.8411,0.045379154,-0.046884622,0.0038597882,-0.20246034327158796,-0.1823150877722332,0.617549558129572,0.6632565150202875,0.6915964455536826,-0.02628124,2.2665477,-0.16758983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.1207106518101,41.36647560265564]}"
42,-0.48880866,-0.4548518,0.0799581,-0.040016506,-0.0799581,0.040016506,-0.42548013,-0.48599505,0.2438065,-0.24720828,-0.022646744,0.022646744,0.2069919,-0.26835796,0.18164453,0.21681711,0.28596562,-22.8384998242893,-25.149597983683194,-13.653472449793068,-13.35482463395545,0.49006486,0,1338.1891,0.073653124,-0.044952665,0.03730522,-0.25169994390847705,-0.30632256109521894,0.42308292313601836,0.5978270269429986,0.5310154318418897,-0.028679553,1.55277,-0.13170464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.10220535695723,41.33934648107523]}"
43,-0.4998341,-0.48597035,0.13796575,0.0983507,-0.13796575,-0.0983507,-0.38867107,-0.40711153,0.19540353,-0.2953949,0.07645189,-0.07645189,0.16687712,-0.22393247,0.14342538,0.19243613,0.22027206,-25.751325050623098,-25.10763725486702,-16.898011976650906,-16.320355376523253,0.5061774,0,1315.2692,0.08012453,-0.052478347,0.018552138,-0.20758383813353418,-0.2121097673384634,0.8014215309881927,0.6561997079153031,0.6500155793576162,-0.030257422,2.2352178,-0.1560403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.00392966487456,41.20118559037765]}"
44,-0.473613,-0.4689681,0.18608993,0.18087037,-0.18608993,-0.18087037,-0.31531304,-0.3147538,0.15089203,-0.28010893,0.11078957,-0.11078957,0.12044222,-0.17475156,0.10480906,0.15264915,0.14678733,-24.01371608736138,-24.47318215303681,-15.007440178949842,-11.100263804667396,0.5461692,0,1359.7649,0.084035255,-0.055387728,-9.3098654E-4,-0.23080494711498528,-0.3759241756974971,0.49895805062087684,0.6249528446306727,0.4535684707961034,-0.035204455,8.4251795,-0.17993265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.19266570606807,41.24196910427668]}"
